Month,Year,ExpenditureCategory,CPI(2006=100)
1,2012,Dishes and Cutlery,145.5
1,2012,Tools and Other Equipment for House and Garden,117.3
1,2012,Bigger House and Garden Tools and Equipment,112.4
1,2012,Small Tools and Accessories,120.4
1,2012,Funds and Services for Ongoing Maintenance of Dwelling,147.6
1,2012,Dwelling Maintenance Funds,147.2
1,2012,Dwelling Maintenance Services,153.3
1,2012,Health,140
1,2012,Medication and Medical Equipment,146.6
1,2012,Medication,146.5
1,2012,Other Medical Products,166.2
1,2012,Therapeutic Products and Equipment,
1,2012,Non-hospital Health Services,127.1
1,2012,Medical Services,148
1,2012,Dentist Services,122.8
1,2012,Accompanying Medical Services,109.4
1,2012,Transport,151.6
1,2012,Procurement of Vehicles,112.8
1,2012,Cars,111.3
1,2012,Bycicles,169.9
1,2012,Vehicles Use and Maintenance,160
1,2012,Reserve Parts,148.6
1,2012,Fuels and Lubricants for Passenger Vehicles,162.9
1,2012,Maintenance of Passenger Vehicles,148.7
1,2012,Other Vehicle Related Services,146.1
1,2012,Transport Services,159.7
1,2012,Rail Passenger Transport,140
1,2012,Road Passenger Transport,162.5
1,2012,Plane Passenger Transport,121.6
1,2012,Communication,116.6
1,2012,Mail Services,128.6
1,2012,Telephone Equipment,111.9
1,2012,Telephone and Other Equipment,116.3
1,2012,Telephone Services,122.4
1,2012,Culture and Recreation,144.2
1,2012,"Audio-Video, Photographic and Computer Equipment",87.9
1,2012,"Sound and Picture Reciving, Capturing and Reproduction Equipment",92
1,2012,Photographic and Film Equipment,63.4
1,2012,Computer Equipment,
1,2012,Sound and Picture Capturing Medium,87.4
1,2012,"Audio-Visual, Photographic and Computer Equipment Maintenance",143.4
1,2012,Grearer Lasting Goods for Culture and Recreation,77.2
1,2012,Musical Instruments,77.2
1,2012,"Other Recreational, Garden and Pet-related Equipment",166.1
1,2012,"Toys, Games and Hobbies",191.3
1,2012,Camping and Sport Equipment,
1,2012,"Garden, Seedling and Flower",142.9
1,2012,Pets and Pet-related Means and Services,
1,2012,Vet and Other Pet Services,
1,2012,Cultural and Recreational Services,162.4
1,2012,Recreational Services,120.9
1,2012,Cultural Services,168.7
1,2012,"Newspaper, Books and Office Equipment",153.1
1,2012,Books,200.2
1,2012,Newspapers and Magazines,114.7
1,2012,Office Equipments,159.5
1,2012,Package Deals,
1,2012,Education,141.6
1,2012,Highschool Education,143.4
1,2012,Higher Education,146.9
1,2012,Other Types of Education,124
1,2012,Restaurants and Hotels,141.4
1,2012,"Restaurants, Cafes and Canteens",144.4
1,2012,Restaurants and Cafes,144.4
1,2012,Accommodation Services,129
1,2012,Accommodation,131.7
1,2012,Other Personal Items and Other Services,142.8
1,2012,Personal Care,145
1,2012,Cosmetic and Hairdresser Services,136.2
1,2012,Personal Care Electrical Equipment,130.3
1,2012,Other Personal Care Items,149.6
1,2012,Personal Items,160.1
1,2012,Jewelry and Watches,216.8
1,2012,Other Personal Items,135.4
1,2012,Social Security,176.3
1,2012,Insurance,111
1,2012,Dwelling Insurance,117.9
1,2012,Vehicle Insurance,107
1,2012,Financial Services,161.2
1,2012,Other Financial Services,161.2
1,2012,Other Services,137.1
1,2013,Total,174.1
1,2013,Food and Non-alcoholic Drinks,189.2
1,2013,Food,191.3
1,2013,Bread and Cereal,197.9
1,2013,Meat,167.5
1,2013,Fish,183.7
1,2013,"Milk, Cheese and Eggs",194.8
1,2013,Oils and Fats,206.2
1,2013,Fruit,168.7
1,2013,Vegetables,246.5
1,2013,"Sugar, Jam, Honey and Chocolate",158.9
1,2013,Other Eatable Prducts,166.5
1,2013,Non-alcoholic Drinks,171.4
1,2013,"Coffee, Tea and Cocoa",207.7
1,2013,"Mineral Water, Non-alcoholic Drinks and Juices",148.2
1,2013,"Alcoholic Drinks, Tobacco and Narcotics",283.1
1,2013,Alcoholic Drinks,198.8
1,2013,Strong Alcoholic Drinks,174.8
1,2013,Wine,195
1,2013,Beer,207.2
1,2013,Tobacco,316.4
1,2013,Clothing and Footwear,136.9
1,2013,Clothing,140.7
1,2013,Clothing Material,128.6
1,2013,Garments,140.7
1,2013,Other Garments,142.2
1,2013,Clothing Maintenance,144.5
1,2013,Footwear,130.9
1,2013,Footwear,130.2
1,2013,Footwear Maintenance,159.6
1,2013,"Housing, Water, Energy, Gas and Other Fuels",174.1
1,2013,Real Rent,132.8
1,2013,Rent,132.8
1,2013,Apartment Maintenance,179.1
1,2013,Materials for Apartment Maintenance,165.8
1,2013,Apartment Maintenance Services,186.1
1,2013,Waterworks and Other Housing Services,195.3
1,2013,Water Supply,210.9
1,2013,Garbage Collection,147.1
1,2013,Waste Water Drainage,251.2
1,2013,"Energy, Gas and Other Fuels",175.6
1,2013,Hosehold Electric Energy,171
1,2013,Gas,184.9
1,2013,Liquid Fuels,224.9
1,2013,Solid Fuels,162.4
1,2013,Distric Heating,262.8
1,2013,Household Equipment and Maintenance,152.6
1,2013,"Furniture, Carpets and Other Rugs",130.8
1,2013,"Furniture, Lightning and Decorative Ornaments",124.9
1,2013,Carpets and Other Floor Rugs,161.9
1,2013,"Repair of Furniture, Lighting and Floor Coverings",
1,2013,Textile for Household Use,138.6
1,2013,Household Appliances,141.3
1,2013,Big Household Appliances,137.3
1,2013,Small Electrical Appliances,118.3
1,2013,Household Appliances Maintenance,206.5
1,2013,Dishes and Cutlery,156.4
1,2013,Tools and Other Equipment for House and Garden,130.1
1,2013,Bigger House and Garden Tools and Equipment,125.3
1,2013,Small Tools and Accessories,133.4
1,2013,Funds and Services for Ongoing Maintenance of Dwelling,167.7
1,2013,Dwelling Maintenance Funds,167.4
1,2013,Dwelling Maintenance Services,165.8
1,2013,Health,152.2
1,2013,Medication and Medical Equipment,158.5
1,2013,Medication,158.8
1,2013,Other Medical Products,185.6
1,2013,Therapeutic Products and Equipment,
1,2013,Non-hospital Health Services,141.8
1,2013,Medical Services,167.5
1,2013,Dentist Services,135.7
1,2013,Accompanying Medical Services,121.4
1,2013,Transport,166.3
1,2013,Procurement of Vehicles,122.7
1,2013,Cars,121.1
1,2013,Bycicles,183.1
1,2013,Vehicles Use and Maintenance,174.6
1,2013,Reserve Parts,159.3
1,2013,Fuels and Lubricants for Passenger Vehicles,183.2
1,2013,Maintenance of Passenger Vehicles,158.9
1,2013,Other Vehicle Related Services,135.2
1,2013,Transport Services,180.8
1,2013,Rail Passenger Transport,140
1,2013,Road Passenger Transport,184.8
1,2013,Plane Passenger Transport,129.8
1,2013,Communication,126.2
1,2013,Mail Services,128.6
1,2013,Telephone Equipment,117
1,2013,Telephone and Other Equipment,126.8
1,2013,Telephone Services,124.5
1,2013,Culture and Recreation,151.8
1,2013,"Audio-Video, Photographic and Computer Equipment",90.2
1,2013,"Sound and Picture Reciving, Capturing and Reproduction Equipment",96.3
1,2013,Photographic and Film Equipment,65.7
1,2013,Computer Equipment,
1,2013,Sound and Picture Capturing Medium,89.9
1,2013,"Audio-Visual, Photographic and Computer Equipment Maintenance",162.6
1,2013,Grearer Lasting Goods for Culture and Recreation,80.8
1,2013,Musical Instruments,80.8
1,2013,"Other Recreational, Garden and Pet-related Equipment",181
1,2013,"Toys, Games and Hobbies",206.4
1,2013,Camping and Sport Equipment,
1,2013,"Garden, Seedling and Flower",155.4
1,2013,Pets and Pet-related Means and Services,
1,2013,Vet and Other Pet Services,
1,2013,Cultural and Recreational Services,172
1,2013,Recreational Services,128.9
1,2013,Cultural Services,178.4
1,2013,"Newspaper, Books and Office Equipment",160.6
1,2013,Books,216.3
1,2013,Newspapers and Magazines,114.7
1,2013,Office Equipments,178.3
1,2013,Package Deals,
1,2013,Education,148.9
1,2013,Highschool Education,145.8
1,2013,Higher Education,152.6
1,2013,Other Types of Education,141.3
1,2013,Restaurants and Hotels,155.1
1,2013,"Restaurants, Cafes and Canteens",159.3
1,2013,Restaurants and Cafes,159.3
1,2013,Accommodation Services,129.3
1,2013,Accommodation,131.7
1,2013,Other Personal Items and Other Services,156.9
1,2013,Personal Care,161.5
1,2013,Cosmetic and Hairdresser Services,149.9
1,2013,Personal Care Electrical Equipment,143.6
1,2013,Other Personal Care Items,167.2
1,2013,Personal Items,183.1
1,2013,Jewelry and Watches,265.1
1,2013,Other Personal Items,152
1,2013,Social Security,187.9
1,2013,Insurance,112.8
1,2013,Dwelling Insurance,117.9
1,2013,Vehicle Insurance,109
1,2013,Financial Services,164.2
1,2013,Other Financial Services,164.2
1,2013,Other Services,142.4
1,2014,Total,179.5
1,2014,Food and Non-alcoholic Drinks,186.1
1,2014,Food,188.4
1,2014,Bread and Cereal,194.6
1,2014,Meat,168.3
1,2014,Fish,187.7
1,2014,"Milk, Cheese and Eggs",197.2
1,2014,Oils and Fats,170.2
1,2014,Fruit,143.2
1,2014,Vegetables,250
1,2014,"Sugar, Jam, Honey and Chocolate",154
1,2014,Other Eatable Prducts,175.2
1,2014,Non-alcoholic Drinks,166.4
1,2014,"Coffee, Tea and Cocoa",200.8
1,2014,"Mineral Water, Non-alcoholic Drinks and Juices",144.4
1,2014,"Alcoholic Drinks, Tobacco and Narcotics",330.2
1,2014,Alcoholic Drinks,206.2
1,2014,Strong Alcoholic Drinks,184.4
1,2014,Wine,202.3
1,2014,Beer,212.6
1,2014,Tobacco,400.8
1,2014,Clothing and Footwear,138
1,2014,Clothing,142.8
1,2014,Clothing Material,131.1
1,2014,Garments,142.8
1,2014,Other Garments,149.3
1,2014,Clothing Maintenance,142.4
1,2014,Footwear,130.2
1,2014,Footwear,129.3
1,2014,Footwear Maintenance,163.4
1,2014,"Housing, Water, Energy, Gas and Other Fuels",188.2
1,2014,Real Rent,137.3
1,2014,Rent,137.3
1,2014,Apartment Maintenance,196.2
1,2014,Materials for Apartment Maintenance,169.6
1,2014,Apartment Maintenance Services,220.3
1,2014,Waterworks and Other Housing Services,219.7
1,2014,Water Supply,238
1,2014,Garbage Collection,163.9
1,2014,Waste Water Drainage,284.3
1,2014,"Energy, Gas and Other Fuels",189.4
1,2014,Hosehold Electric Energy,189.5
1,2014,Gas,208
1,2014,Liquid Fuels,238.9
1,2014,Solid Fuels,165.1
1,2014,Distric Heating,282.1
1,2014,Household Equipment and Maintenance,156.6
1,2014,"Furniture, Carpets and Other Rugs",129.2
1,2014,"Furniture, Lightning and Decorative Ornaments",123.4
1,2014,Carpets and Other Floor Rugs,156.3
1,2014,"Repair of Furniture, Lighting and Floor Coverings",
1,2014,Textile for Household Use,140.1
1,2014,Household Appliances,145.1
1,2014,Big Household Appliances,136
1,2014,Small Electrical Appliances,121.9
1,2014,Household Appliances Maintenance,270.3
1,2014,Dishes and Cutlery,162.1
1,2014,Tools and Other Equipment for House and Garden,132.9
1,2014,Bigger House and Garden Tools and Equipment,128.2
1,2014,Small Tools and Accessories,136.2
1,2014,Funds and Services for Ongoing Maintenance of Dwelling,175
1,2014,Dwelling Maintenance Funds,174.4
1,2014,Dwelling Maintenance Services,175.8
1,2014,Health,161.3
1,2014,Medication and Medical Equipment,171.1
1,2014,Medication,173.9
1,2014,Other Medical Products,192.8
1,2014,Therapeutic Products and Equipment,
1,2014,Non-hospital Health Services,143.7
1,2014,Medical Services,174.6
1,2014,Dentist Services,136.4
1,2014,Accompanying Medical Services,121
1,2014,Transport,167.7
1,2014,Procurement of Vehicles,128.1
1,2014,Cars,126.5
1,2014,Bycicles,179.1
1,2014,Vehicles Use and Maintenance,173.5
1,2014,Reserve Parts,155.1
1,2014,Fuels and Lubricants for Passenger Vehicles,183.1
1,2014,Maintenance of Passenger Vehicles,151.9
1,2014,Other Vehicle Related Services,138.9
1,2014,Transport Services,184.5
1,2014,Rail Passenger Transport,140
1,2014,Road Passenger Transport,188.6
1,2014,Plane Passenger Transport,133.7
1,2014,Communication,128
1,2014,Mail Services,128.6
1,2014,Telephone Equipment,131.7
1,2014,Telephone and Other Equipment,126.8
1,2014,Telephone Services,124.4
1,2014,Culture and Recreation,163.6
1,2014,"Audio-Video, Photographic and Computer Equipment",93.1
1,2014,"Sound and Picture Reciving, Capturing and Reproduction Equipment",90.5
1,2014,Photographic and Film Equipment,63.3
1,2014,Computer Equipment,
1,2014,Sound and Picture Capturing Medium,88.6
1,2014,"Audio-Visual, Photographic and Computer Equipment Maintenance",183.7
1,2014,Grearer Lasting Goods for Culture and Recreation,75.7
1,2014,Musical Instruments,75.7
1,2014,"Other Recreational, Garden and Pet-related Equipment",182.7
1,2014,"Toys, Games and Hobbies",195.4
1,2014,Camping and Sport Equipment,
1,2014,"Garden, Seedling and Flower",169.8
1,2014,Pets and Pet-related Means and Services,
1,2014,Vet and Other Pet Services,
1,2014,Cultural and Recreational Services,184.5
1,2014,Recreational Services,162.1
1,2014,Cultural Services,182.9
1,2014,"Newspaper, Books and Office Equipment",173.9
1,2014,Books,243
1,2014,Newspapers and Magazines,118.3
1,2014,Office Equipments,186.4
1,2014,Package Deals,
1,2014,Education,149.4
1,2014,Highschool Education,136.1
1,2014,Higher Education,156.5
1,2014,Other Types of Education,143.3
1,2014,Restaurants and Hotels,167.3
1,2014,"Restaurants, Cafes and Canteens",165.5
1,2014,Restaurants and Cafes,165.5
1,2014,Accommodation Services,165.4
1,2014,Accommodation,170.9
1,2014,Other Personal Items and Other Services,160.8
1,2014,Personal Care,166.7
1,2014,Cosmetic and Hairdresser Services,150
1,2014,Personal Care Electrical Equipment,153.6
1,2014,Other Personal Care Items,174.1
1,2014,Personal Items,184.6
1,2014,Jewelry and Watches,278.9
1,2014,Other Personal Items,150.3
1,2014,Social Security,180.2
1,2014,Insurance,112.5
1,2014,Dwelling Insurance,129.3
1,2014,Vehicle Insurance,108.5
1,2014,Financial Services,166.6
1,2014,Other Financial Services,166.6
1,2014,Other Services,157.6
1,2015,Total,179.6
1,2015,Food and Non-alcoholic Drinks,187
1,2015,Food,189.7
1,2015,Bread and Cereal,196.4
1,2015,Meat,160.1
1,2015,Fish,190.1
1,2015,"Milk, Cheese and Eggs",208.8
1,2015,Oils and Fats,161.9
1,2015,Fruit,165.3
1,2015,Vegetables,250.4
1,2015,"Sugar, Jam, Honey and Chocolate",147.1
1,2015,Other Eatable Prducts,174.4
1,2015,Non-alcoholic Drinks,164.6
1,2015,"Coffee, Tea and Cocoa",198.1
1,2015,"Mineral Water, Non-alcoholic Drinks and Juices",143
1,2015,"Alcoholic Drinks, Tobacco and Narcotics",313.6
1,2015,Alcoholic Drinks,205.3
1,2015,Strong Alcoholic Drinks,183.5
1,2015,Wine,203.9
1,2015,Beer,209.5
1,2015,Tobacco,368.7
1,2015,Clothing and Footwear,133.1
1,2015,Clothing,138.9
1,2015,Clothing Material,131.1
1,2015,Garments,138.3
1,2015,Other Garments,158.9
1,2015,Clothing Maintenance,144.6
1,2015,Footwear,123.2
1,2015,Footwear,121.2
1,2015,Footwear Maintenance,172.1
1,2015,"Housing, Water, Energy, Gas and Other Fuels",193.8
1,2015,Real Rent,145.4
1,2015,Rent,145.4
1,2015,Apartment Maintenance,202.9
1,2015,Materials for Apartment Maintenance,176
1,2015,Apartment Maintenance Services,226.9
1,2015,Waterworks and Other Housing Services,231.4
1,2015,Water Supply,250
1,2015,Garbage Collection,173.2
1,2015,Waste Water Drainage,301.3
1,2015,"Energy, Gas and Other Fuels",193.9
1,2015,Hosehold Electric Energy,189.5
1,2015,Gas,223.4
1,2015,Liquid Fuels,205.4
1,2015,Solid Fuels,174.2
1,2015,Distric Heating,289.8
1,2015,Household Equipment and Maintenance,154.6
1,2015,"Furniture, Carpets and Other Rugs",129.1
1,2015,"Furniture, Lightning and Decorative Ornaments",122.8
1,2015,Carpets and Other Floor Rugs,156.8
1,2015,"Repair of Furniture, Lighting and Floor Coverings",131.5
1,2015,Textile for Household Use,141.9
1,2015,Household Appliances,146.4
1,2015,Big Household Appliances,136.8
1,2015,Small Electrical Appliances,128.1
1,2015,Household Appliances Maintenance,266.8
1,2015,Dishes and Cutlery,166.4
1,2015,Tools and Other Equipment for House and Garden,135.4
1,2015,Bigger House and Garden Tools and Equipment,132.1
1,2015,Small Tools and Accessories,138.3
1,2015,Funds and Services for Ongoing Maintenance of Dwelling,168.5
1,2015,Dwelling Maintenance Funds,166
1,2015,Dwelling Maintenance Services,183.7
1,2015,Health,161.1
1,2015,Medication and Medical Equipment,169.3
1,2015,Medication,172.3
1,2015,Other Medical Products,196.4
1,2015,Therapeutic Products and Equipment,94
1,2015,Non-hospital Health Services,146.7
1,2015,Medical Services,184
1,2015,Dentist Services,136.8
1,2015,Accompanying Medical Services,120.8
1,2015,Transport,162.3
1,2015,Procurement of Vehicles,136.4
1,2015,Cars,134.9
1,2015,Bycicles,183.8
1,2015,Vehicles Use and Maintenance,159.9
1,2015,Reserve Parts,151.8
1,2015,Fuels and Lubricants for Passenger Vehicles,161.4
1,2015,Maintenance of Passenger Vehicles,160.3
1,2015,Other Vehicle Related Services,142.4
1,2015,Transport Services,186.8
1,2015,Rail Passenger Transport,140
1,2015,Road Passenger Transport,190.3
1,2015,Plane Passenger Transport,141.7
1,2015,Communication,129
1,2015,Mail Services,168.7
1,2015,Telephone Equipment,136.3
1,2015,Telephone and Other Equipment,125.3
1,2015,Telephone Services,116.8
1,2015,Culture and Recreation,171.6
1,2015,"Audio-Video, Photographic and Computer Equipment",91.5
1,2015,"Sound and Picture Reciving, Capturing and Reproduction Equipment",88.8
1,2015,Photographic and Film Equipment,63.4
1,2015,Computer Equipment,104.2
1,2015,Sound and Picture Capturing Medium,85.5
1,2015,"Audio-Visual, Photographic and Computer Equipment Maintenance",210.3
1,2015,Grearer Lasting Goods for Culture and Recreation,76.9
1,2015,Musical Instruments,76.9
1,2015,"Other Recreational, Garden and Pet-related Equipment",185.1
1,2015,"Toys, Games and Hobbies",188.7
1,2015,Camping and Sport Equipment,135.4
1,2015,"Garden, Seedling and Flower",172.8
1,2015,Pets and Pet-related Means and Services,122
1,2015,Vet and Other Pet Services,133.3
1,2015,Cultural and Recreational Services,188.8
1,2015,Recreational Services,174.7
1,2015,Cultural Services,184.4
1,2015,"Newspaper, Books and Office Equipment",174.9
1,2015,Books,244.2
1,2015,Newspapers and Magazines,118.3
1,2015,Office Equipments,191.5
1,2015,Package Deals,153.4
1,2015,Education,151.9
1,2015,Highschool Education,138.3
1,2015,Higher Education,159.5
1,2015,Other Types of Education,144.8
1,2015,Restaurants and Hotels,171.2
1,2015,"Restaurants, Cafes and Canteens",169.8
1,2015,Restaurants and Cafes,169.8
1,2015,Accommodation Services,167.8
