Use,Year,EnergySources,Amount
Own Consumption in Energy Sector,2010,Wood Pellets (t),0.0
Own Consumption in Energy Sector,2010,Charcoal (t),0.0
Own Consumption in Energy Sector,2010,Biogas (thousands of m3),0.0
Losses,2010,Total Electrical Energy (GWh),6024.0
Losses,2010,Anthracite (t),0.0
Losses,2010,Other Bituminous Coal (t),0.0
Losses,2010,"Sub-bituminous Coal, Brown Coal and Lignite (t)",871.0
Losses,2010,Coal Briquette (t),2.0
Losses,2010,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",1097.0
Losses,2010,Coal Tar (t),0.0
Losses,2010,Coke (t),0.0
Losses,2010,Blast Furnace Gas (thousands of m3),544100.0
Losses,2010,Crude Oil (t),0.0
Losses,2010,Natural Gas Liquids (t),0.0
Losses,2010,Refined Raw Material (t),0.0
Losses,2010,Additives (t),0.0
Losses,2010,Other Hydrocarbons (t),0.0
Losses,2010,Refinery Gas (t),0.0
Losses,2010,LPG (t),0.0
Losses,2010,Oil (t),0.0
Losses,2010,Unleaded Motor Gasoline (t),0.0
Losses,2010,Lead Gasoline (t),0.0
Losses,2010,Plane Gasoline (t),0.0
Losses,2010,Kerosene Type Jet Engine Fuel (t),0.0
Losses,2010,Other Kerosene (t),0.0
Losses,2010,Diesel (t),0.0
Losses,2010,Fuel Oil and Other Gas Oils (t),0.0
Losses,2010,Mazut S≥1% (t),0.0
Losses,2010,Mazut S<1% (t),0.0
Losses,2010,Special Gasoline (t),0.0
Losses,2010,Lubricants (t),0.0
Losses,2010,Bitumen (t),0.0
Losses,2010,Paraffin wax (t),0.0
Losses,2010,Petroleum Coke (t),0.0
Losses,2010,Other Petroleum Products (t),23248.0
Losses,2010,Natural Gas (thousands of m3),20943.0
Losses,2010,Firewood (t),57.0
Losses,2010,Wood Residue and Wood Chips (t),0.0
Losses,2010,Wood Briquettes (t),0.0
Losses,2010,Wood Pellets (t),0.0
Losses,2010,Charcoal (t),0.0
Losses,2010,Biogas (thousands of m3),0.0
Energy Available for Final Consumption,2010,Total Electrical Energy (GWh),27771.0
Energy Available for Final Consumption,2010,Anthracite (t),14819.0
Energy Available for Final Consumption,2010,Other Bituminous Coal (t),128874.0
Energy Available for Final Consumption,2010,"Sub-bituminous Coal, Brown Coal and Lignite (t)",1237524.0
Energy Available for Final Consumption,2010,Coal Briquette (t),1658.0
Energy Available for Final Consumption,2010,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",447239.0
Energy Available for Final Consumption,2010,Coal Tar (t),7.0
Energy Available for Final Consumption,2010,Coke (t),190655.0
Energy Available for Final Consumption,2010,Blast Furnace Gas (thousands of m3),737847.0
Energy Available for Final Consumption,2010,Crude Oil (t),0.0
Energy Available for Final Consumption,2010,Natural Gas Liquids (t),0.0
Energy Available for Final Consumption,2010,Refined Raw Material (t),0.0
Energy Available for Final Consumption,2010,Additives (t),0.0
Energy Available for Final Consumption,2010,Other Hydrocarbons (t),0.0
Energy Available for Final Consumption,2010,Refinery Gas (t),0.0
Energy Available for Final Consumption,2010,LPG (t),365572.0
Energy Available for Final Consumption,2010,Oil (t),352594.0
Energy Available for Final Consumption,2010,Unleaded Motor Gasoline (t),356418.0
Energy Available for Final Consumption,2010,Lead Gasoline (t),127308.0
Energy Available for Final Consumption,2010,Plane Gasoline (t),507.0
Energy Available for Final Consumption,2010,Kerosene Type Jet Engine Fuel (t),39872.0
Energy Available for Final Consumption,2010,Other Kerosene (t),134.0
Energy Available for Final Consumption,2010,Diesel (t),1417347.0
Energy Available for Final Consumption,2010,Fuel Oil and Other Gas Oils (t),53576.0
Energy Available for Final Consumption,2010,Mazut S≥1% (t),160589.0
Energy Available for Final Consumption,2010,Mazut S<1% (t),31326.0
Energy Available for Final Consumption,2010,Special Gasoline (t),4943.0
Energy Available for Final Consumption,2010,Lubricants (t),62802.0
Energy Available for Final Consumption,2010,Bitumen (t),124353.0
Energy Available for Final Consumption,2010,Paraffin wax (t),4464.0
Energy Available for Final Consumption,2010,Petroleum Coke (t),86927.0
Energy Available for Final Consumption,2010,Other Petroleum Products (t),3664.0
Energy Available for Final Consumption,2010,Natural Gas (thousands of m3),1440896.0
Energy Available for Final Consumption,2010,Firewood (t),2787967.0
Energy Available for Final Consumption,2010,Wood Residue and Wood Chips (t),0.0
Energy Available for Final Consumption,2010,Wood Briquettes (t),0.0
Energy Available for Final Consumption,2010,Wood Pellets (t),0.0
Energy Available for Final Consumption,2010,Charcoal (t),0.0
Energy Available for Final Consumption,2010,Biogas (thousands of m3),0.0
Final Consumption for Non-energy Purposes,2010,Total Electrical Energy (GWh),0.0
Final Consumption for Non-energy Purposes,2010,Anthracite (t),2797.0
Final Consumption for Non-energy Purposes,2010,Other Bituminous Coal (t),35230.0
Final Consumption for Non-energy Purposes,2010,"Sub-bituminous Coal, Brown Coal and Lignite (t)",3467.0
Final Consumption for Non-energy Purposes,2010,Coal Briquette (t),0.0
Final Consumption for Non-energy Purposes,2010,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Final Consumption for Non-energy Purposes,2010,Coal Tar (t),7.0
Final Consumption for Non-energy Purposes,2010,Coke (t),2251.0
Final Consumption for Non-energy Purposes,2010,Blast Furnace Gas (thousands of m3),0.0
Final Consumption for Non-energy Purposes,2010,Crude Oil (t),0.0
Final Consumption for Non-energy Purposes,2010,Natural Gas Liquids (t),0.0
Final Consumption for Non-energy Purposes,2010,Refined Raw Material (t),0.0
Final Consumption for Non-energy Purposes,2010,Additives (t),0.0
Final Consumption for Non-energy Purposes,2010,Other Hydrocarbons (t),0.0
Final Consumption for Non-energy Purposes,2010,Refinery Gas (t),0.0
Final Consumption for Non-energy Purposes,2010,LPG (t),22.0
Final Consumption for Non-energy Purposes,2010,Oil (t),352594.0
Final Consumption for Non-energy Purposes,2010,Unleaded Motor Gasoline (t),0.0
Final Consumption for Non-energy Purposes,2010,Lead Gasoline (t),0.0
Final Consumption for Non-energy Purposes,2010,Plane Gasoline (t),0.0
Final Consumption for Non-energy Purposes,2010,Kerosene Type Jet Engine Fuel (t),0.0
Final Consumption for Non-energy Purposes,2010,Other Kerosene (t),134.0
Final Consumption for Non-energy Purposes,2010,Diesel (t),0.0
Final Consumption for Non-energy Purposes,2010,Fuel Oil and Other Gas Oils (t),0.0
Final Consumption for Non-energy Purposes,2010,Mazut S≥1% (t),2194.0
Final Consumption for Non-energy Purposes,2010,Mazut S<1% (t),0.0
Final Consumption for Non-energy Purposes,2010,Special Gasoline (t),4943.0
Final Consumption for Non-energy Purposes,2010,Lubricants (t),62802.0
Final Consumption for Non-energy Purposes,2010,Bitumen (t),124353.0
Final Consumption for Non-energy Purposes,2010,Paraffin wax (t),4464.0
Final Consumption for Non-energy Purposes,2010,Petroleum Coke (t),0.0
Final Consumption for Non-energy Purposes,2010,Other Petroleum Products (t),0.0
Final Consumption for Non-energy Purposes,2010,Natural Gas (thousands of m3),271435.0
Final Consumption for Non-energy Purposes,2010,Firewood (t),0.0
Final Consumption for Non-energy Purposes,2010,Wood Residue and Wood Chips (t),0.0
Final Consumption for Non-energy Purposes,2010,Wood Briquettes (t),0.0
Final Consumption for Non-energy Purposes,2010,Wood Pellets (t),0.0
Final Consumption for Non-energy Purposes,2010,Charcoal (t),0.0
Final Consumption for Non-energy Purposes,2010,Biogas (thousands of m3),0.0
Primary Energy Production,2011,Total Electrical Energy (GWh),0.0
Primary Energy Production,2011,Anthracite (t),0.0
Primary Energy Production,2011,Other Bituminous Coal (t),0.0
Primary Energy Production,2011,"Sub-bituminous Coal, Brown Coal and Lignite (t)",41105545.0
Primary Energy Production,2011,Coal Briquette (t),0.0
Primary Energy Production,2011,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Primary Energy Production,2011,Coal Tar (t),0.0
Primary Energy Production,2011,Coke (t),0.0
Primary Energy Production,2011,Blast Furnace Gas (thousands of m3),0.0
Primary Energy Production,2011,Crude Oil (t),1020489.0
Primary Energy Production,2011,Natural Gas Liquids (t),31220.0
Primary Energy Production,2011,Refined Raw Material (t),0.0
Primary Energy Production,2011,Additives (t),0.0
Primary Energy Production,2011,Other Hydrocarbons (t),0.0
Primary Energy Production,2011,Refinery Gas (t),0.0
Primary Energy Production,2011,LPG (t),0.0
Primary Energy Production,2011,Oil (t),0.0
Primary Energy Production,2011,Unleaded Motor Gasoline (t),0.0
Primary Energy Production,2011,Lead Gasoline (t),0.0
Primary Energy Production,2011,Plane Gasoline (t),0.0
Primary Energy Production,2011,Kerosene Type Jet Engine Fuel (t),0.0
Primary Energy Production,2011,Other Kerosene (t),0.0
Primary Energy Production,2011,Diesel (t),0.0
Primary Energy Production,2011,Fuel Oil and Other Gas Oils (t),0.0
Primary Energy Production,2011,Mazut S≥1% (t),0.0
Primary Energy Production,2011,Mazut S<1% (t),0.0
Primary Energy Production,2011,Special Gasoline (t),0.0
Primary Energy Production,2011,Lubricants (t),0.0
Primary Energy Production,2011,Bitumen (t),0.0
Primary Energy Production,2011,Paraffin wax (t),0.0
Primary Energy Production,2011,Petroleum Coke (t),0.0
Primary Energy Production,2011,Other Petroleum Products (t),0.0
Primary Energy Production,2011,Natural Gas (thousands of m3),508161.0
Primary Energy Production,2011,Firewood (t),2771083.0
Primary Energy Production,2011,Wood Residue and Wood Chips (t),106444.0
Primary Energy Production,2011,Wood Briquettes (t),0.0
Primary Energy Production,2011,Wood Pellets (t),0.0
Primary Energy Production,2011,Charcoal (t),0.0
Primary Energy Production,2011,Biogas (thousands of m3),0.0
Import,2011,Total Electrical Energy (GWh),6701.0
Import,2011,Anthracite (t),16456.0
Import,2011,Other Bituminous Coal (t),169998.0
Import,2011,"Sub-bituminous Coal, Brown Coal and Lignite (t)",635191.0
Import,2011,Coal Briquette (t),174.0
Import,2011,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",8800.0
Import,2011,Coal Tar (t),2.0
Import,2011,Coke (t),640314.0
Import,2011,Blast Furnace Gas (thousands of m3),0.0
Import,2011,Crude Oil (t),1388846.0
Import,2011,Natural Gas Liquids (t),8297.0
Import,2011,Refined Raw Material (t),21770.0
Import,2011,Additives (t),18651.0
Import,2011,Other Hydrocarbons (t),0.0
Import,2011,Refinery Gas (t),0.0
Import,2011,LPG (t),314444.0
Import,2011,Oil (t),227948.0
Import,2011,Unleaded Motor Gasoline (t),25459.0
Import,2011,Lead Gasoline (t),0.0
Import,2011,Plane Gasoline (t),544.0
Import,2011,Kerosene Type Jet Engine Fuel (t),7102.0
Import,2011,Other Kerosene (t),98.0
Import,2011,Diesel (t),694563.0
Import,2011,Fuel Oil and Other Gas Oils (t),95793.0
Import,2011,Mazut S≥1% (t),0.0
Import,2011,Mazut S<1% (t),4165.0
Import,2011,Special Gasoline (t),4786.0
Import,2011,Lubricants (t),53479.0
Import,2011,Bitumen (t),21386.0
Import,2011,Paraffin wax (t),5180.0
Import,2011,Petroleum Coke (t),58487.0
Import,2011,Other Petroleum Products (t),0.0
Import,2011,Natural Gas (thousands of m3),1747520.0
Import,2011,Firewood (t),4001.0
Import,2011,Wood Residue and Wood Chips (t),0.0
Import,2011,Wood Briquettes (t),19209.0
Import,2011,Wood Pellets (t),722.0
Import,2011,Charcoal (t),405.0
Import,2011,Biogas (thousands of m3),0.0
Export,2011,Total Electrical Energy (GWh),6979.0
Export,2011,Anthracite (t),1406.0
Export,2011,Other Bituminous Coal (t),0.0
Export,2011,"Sub-bituminous Coal, Brown Coal and Lignite (t)",33453.0
Export,2011,Coal Briquette (t),2.0
Export,2011,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",571.0
Export,2011,Coal Tar (t),0.0
Export,2011,Coke (t),0.0
Export,2011,Blast Furnace Gas (thousands of m3),0.0
Export,2011,Crude Oil (t),0.0
Export,2011,Natural Gas Liquids (t),0.0
Export,2011,Refined Raw Material (t),1004.0
Export,2011,Additives (t),1286.0
Export,2011,Other Hydrocarbons (t),0.0
Export,2011,Refinery Gas (t),0.0
Export,2011,LPG (t),24728.0
Export,2011,Oil (t),0.0
Export,2011,Unleaded Motor Gasoline (t),0.0
Export,2011,Lead Gasoline (t),0.0
Export,2011,Plane Gasoline (t),32.0
Export,2011,Kerosene Type Jet Engine Fuel (t),36013.0
Export,2011,Other Kerosene (t),9.0
Export,2011,Diesel (t),1935.0
Export,2011,Fuel Oil and Other Gas Oils (t),763.0
Export,2011,Mazut S≥1% (t),36343.0
Export,2011,Mazut S<1% (t),47415.0
Export,2011,Special Gasoline (t),13.0
Export,2011,Lubricants (t),3793.0
Export,2011,Bitumen (t),42090.0
Export,2011,Paraffin wax (t),143.0
Export,2011,Petroleum Coke (t),0.0
Export,2011,Other Petroleum Products (t),88772.0
Export,2011,Natural Gas (thousands of m3),0.0
Export,2011,Firewood (t),8613.0
Export,2011,Wood Residue and Wood Chips (t),0.0
Export,2011,Wood Briquettes (t),3530.0
Export,2011,Wood Pellets (t),49038.0
Export,2011,Charcoal (t),6911.0
Export,2011,Biogas (thousands of m3),0.0
Inventory Balance,2011,Total Electrical Energy (GWh),0.0
Inventory Balance,2011,Anthracite (t),-465.0
Inventory Balance,2011,Other Bituminous Coal (t),12046.0
Inventory Balance,2011,"Sub-bituminous Coal, Brown Coal and Lignite (t)",370896.0
Inventory Balance,2011,Coal Briquette (t),24.0
Inventory Balance,2011,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",6602.0
Inventory Balance,2011,Coal Tar (t),1.0
Inventory Balance,2011,Coke (t),189.0
Inventory Balance,2011,Blast Furnace Gas (thousands of m3),0.0
Inventory Balance,2011,Crude Oil (t),-50344.0
Inventory Balance,2011,Natural Gas Liquids (t),-57.0
Inventory Balance,2011,Refined Raw Material (t),-1088.0
Inventory Balance,2011,Additives (t),117.0
Inventory Balance,2011,Other Hydrocarbons (t),0.0
Inventory Balance,2011,Refinery Gas (t),0.0
Inventory Balance,2011,LPG (t),-2911.0
Inventory Balance,2011,Oil (t),4654.0
Inventory Balance,2011,Unleaded Motor Gasoline (t),-2741.0
Inventory Balance,2011,Lead Gasoline (t),1965.0
Inventory Balance,2011,Plane Gasoline (t),57.0
Inventory Balance,2011,Kerosene Type Jet Engine Fuel (t),-540.0
Inventory Balance,2011,Other Kerosene (t),0.0
Inventory Balance,2011,Diesel (t),-27835.0
Inventory Balance,2011,Fuel Oil and Other Gas Oils (t),-6448.0
Inventory Balance,2011,Mazut S≥1% (t),7486.0
Inventory Balance,2011,Mazut S<1% (t),983.0
Inventory Balance,2011,Special Gasoline (t),-5.0
Inventory Balance,2011,Lubricants (t),-943.0
Inventory Balance,2011,Bitumen (t),-1740.0
Inventory Balance,2011,Paraffin wax (t),44.0
Inventory Balance,2011,Petroleum Coke (t),3026.0
Inventory Balance,2011,Other Petroleum Products (t),26816.0
Inventory Balance,2011,Natural Gas (thousands of m3),133729.0
Inventory Balance,2011,Firewood (t),-6428.0
Inventory Balance,2011,Wood Residue and Wood Chips (t),0.0
Inventory Balance,2011,Wood Briquettes (t),-4047.0
Inventory Balance,2011,Wood Pellets (t),-288.0
Inventory Balance,2011,Charcoal (t),-59.0
Inventory Balance,2011,Biogas (thousands of m3),0.0
Total Energy Available,2011,Total Electrical Energy (GWh),-278.0
Total Energy Available,2011,Anthracite (t),14585.0
Total Energy Available,2011,Other Bituminous Coal (t),182044.0
Total Energy Available,2011,"Sub-bituminous Coal, Brown Coal and Lignite (t)",42078179.0
Total Energy Available,2011,Coal Briquette (t),196.0
Total Energy Available,2011,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",14831.0
Total Energy Available,2011,Coal Tar (t),3.0
Total Energy Available,2011,Coke (t),640503.0
Total Energy Available,2011,Blast Furnace Gas (thousands of m3),0.0
Total Energy Available,2011,Crude Oil (t),2358991.0
Total Energy Available,2011,Natural Gas Liquids (t),39460.0
Total Energy Available,2011,Refined Raw Material (t),19678.0
Total Energy Available,2011,Additives (t),17482.0
Total Energy Available,2011,Other Hydrocarbons (t),0.0
Total Energy Available,2011,Refinery Gas (t),0.0
Total Energy Available,2011,LPG (t),286805.0
Total Energy Available,2011,Oil (t),232602.0
Total Energy Available,2011,Unleaded Motor Gasoline (t),22718.0
Total Energy Available,2011,Lead Gasoline (t),1965.0
Total Energy Available,2011,Plane Gasoline (t),569.0
Total Energy Available,2011,Kerosene Type Jet Engine Fuel (t),-29451.0
Total Energy Available,2011,Other Kerosene (t),89.0
Total Energy Available,2011,Diesel (t),664793.0
Total Energy Available,2011,Fuel Oil and Other Gas Oils (t),88582.0
Total Energy Available,2011,Mazut S≥1% (t),-28857.0
Total Energy Available,2011,Mazut S<1% (t),-42267.0
Total Energy Available,2011,Special Gasoline (t),4768.0
Total Energy Available,2011,Lubricants (t),48743.0
Total Energy Available,2011,Bitumen (t),-22444.0
Total Energy Available,2011,Paraffin wax (t),5081.0
Total Energy Available,2011,Petroleum Coke (t),61513.0
Total Energy Available,2011,Other Petroleum Products (t),-61956.0
Total Energy Available,2011,Natural Gas (thousands of m3),2389410.0
Total Energy Available,2011,Firewood (t),2760043.0
Total Energy Available,2011,Wood Residue and Wood Chips (t),106444.0
Total Energy Available,2011,Wood Briquettes (t),11632.0
Total Energy Available,2011,Wood Pellets (t),-48604.0
Total Energy Available,2011,Charcoal (t),-6565.0
Total Energy Available,2011,Biogas (thousands of m3),0.0
Statistical Difference,2011,Total Electrical Energy (GWh),0.0
Statistical Difference,2011,Anthracite (t),0.0
Statistical Difference,2011,Other Bituminous Coal (t),0.0
Statistical Difference,2011,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
