Region,SettlementType,Year,TypeOfSpending,Amount(RSD),StructuralPercentage
Central and West,Total,2015,Culture and Recreation,2631.0,4.3
Central and West,Total,2015,Education,717.0,1.2
Central and West,Total,2015,Hotels and Restaurants,1561.0,2.6
Central and West,Total,2015,Other Items and Services,3468.0,5.7
Central and West,City,2015,Total,59763.0,100.0
Central and West,City,2015,Food and Non-Alcoholic Beverages,20998.0,35.1
Central and West,City,2015,"Alcohol, Tobacco and Narcotics",2485.0,4.2
Central and West,City,2015,Clothing and Footwear,3173.0,5.3
Central and West,City,2015,"Housing, Water, Energy, Gas, etc.",10377.0,17.3
Central and West,City,2015,Home Equipment and Maintenance,2870.0,4.8
Central and West,City,2015,Health,1963.0,3.3
Central and West,City,2015,Transport,5349.0,9.0
Central and West,City,2015,Communication,3151.0,5.3
Central and West,City,2015,Culture and Recreation,3214.0,5.4
Central and West,City,2015,Education,961.0,1.6
Central and West,City,2015,Hotels and Restaurants,1733.0,2.9
Central and West,City,2015,Other Items and Services,3489.0,5.8
Central and West,Rest,2015,Total,61357.0,100.0
Central and West,Rest,2015,Food and Non-Alcoholic Beverages,23299.0,37.9
Central and West,Rest,2015,"Alcohol, Tobacco and Narcotics",3287.0,5.4
Central and West,Rest,2015,Clothing and Footwear,2751.0,4.5
Central and West,Rest,2015,"Housing, Water, Energy, Gas, etc.",10383.0,16.8
Central and West,Rest,2015,Home Equipment and Maintenance,2876.0,4.7
Central and West,Rest,2015,Health,2660.0,4.3
Central and West,Rest,2015,Transport,6050.0,9.9
Central and West,Rest,2015,Communication,2671.0,4.4
Central and West,Rest,2015,Culture and Recreation,2064.0,3.4
Central and West,Rest,2015,Education,479.0,0.8
Central and West,Rest,2015,Hotels and Restaurants,1391.0,2.3
Central and West,Rest,2015,Other Items and Services,3446.0,5.6
South and East,Total,2015,Total,54144.0,100.0
South and East,Total,2015,Food and Non-Alcoholic Beverages,20344.0,37.7
South and East,Total,2015,"Alcohol, Tobacco and Narcotics",3543.0,6.5
South and East,Total,2015,Clothing and Footwear,2775.0,5.1
South and East,Total,2015,"Housing, Water, Energy, Gas, etc.",8425.0,15.7
South and East,Total,2015,Home Equipment and Maintenance,2675.0,4.9
South and East,Total,2015,Health,2148.0,4.0
South and East,Total,2015,Transport,4624.0,8.5
South and East,Total,2015,Communication,2679.0,4.9
South and East,Total,2015,Culture and Recreation,2355.0,4.3
South and East,Total,2015,Education,400.0,0.7
South and East,Total,2015,Hotels and Restaurants,1128.0,2.1
South and East,Total,2015,Other Items and Services,3048.0,5.6
South and East,City,2015,Total,55356.0,100.0
South and East,City,2015,Food and Non-Alcoholic Beverages,20373.0,36.7
South and East,City,2015,"Alcohol, Tobacco and Narcotics",3234.0,5.8
South and East,City,2015,Clothing and Footwear,3026.0,5.5
South and East,City,2015,"Housing, Water, Energy, Gas, etc.",9080.0,16.4
South and East,City,2015,Home Equipment and Maintenance,2741.0,5.0
South and East,City,2015,Health,1933.0,3.5
South and East,City,2015,Transport,4129.0,7.5
South and East,City,2015,Communication,2969.0,5.4
South and East,City,2015,Culture and Recreation,2838.0,5.1
South and East,City,2015,Education,551.0,1.0
South and East,City,2015,Hotels and Restaurants,1252.0,2.3
South and East,City,2015,Other Items and Services,3230.0,5.8
South and East,Rest,2015,Total,52735.0,100.0
South and East,Rest,2015,Food and Non-Alcoholic Beverages,20306.0,38.5
South and East,Rest,2015,"Alcohol, Tobacco and Narcotics",3900.0,7.4
South and East,Rest,2015,Clothing and Footwear,2481.0,4.7
South and East,Rest,2015,"Housing, Water, Energy, Gas, etc.",7658.0,14.5
South and East,Rest,2015,Home Equipment and Maintenance,2596.0,4.9
South and East,Rest,2015,Health,2405.0,4.6
South and East,Rest,2015,Transport,5202.0,9.9
South and East,Rest,2015,Communication,2336.0,4.4
South and East,Rest,2015,Culture and Recreation,1802.0,3.4
South and East,Rest,2015,Education,227.0,0.4
South and East,Rest,2015,Hotels and Restaurants,984.0,1.9
South and East,Rest,2015,Other Items and Services,2838.0,5.4
State,Total,2016,Total,60720.0,100.0
State,Total,2016,Food and Non-Alcoholic Beverages,21106.0,34.9
State,Total,2016,"Alcohol, Tobacco and Narcotics",2783.0,4.6
State,Total,2016,Clothing and Footwear,3187.0,5.2
State,Total,2016,"Housing, Water, Energy, Gas, etc.",10170.0,16.7
State,Total,2016,Home Equipment and Maintenance,2701.0,4.4
State,Total,2016,Health,2583.0,4.3
State,Total,2016,Transport,5636.0,9.3
State,Total,2016,Communication,3215.0,5.3
State,Total,2016,Culture and Recreation,3183.0,5.2
State,Total,2016,Education,841.0,1.4
State,Total,2016,Hotels and Restaurants,1709.0,2.8
State,Total,2016,Other Items and Services,3606.0,5.9
State,City,2016,Total,62328.0,100.0
State,City,2016,Food and Non-Alcoholic Beverages,20983.0,33.7
State,City,2016,"Alcohol, Tobacco and Narcotics",2484.0,4.0
State,City,2016,Clothing and Footwear,3396.0,5.4
State,City,2016,"Housing, Water, Energy, Gas, etc.",10674.0,17.1
State,City,2016,Home Equipment and Maintenance,2729.0,4.4
State,City,2016,Health,2636.0,4.2
State,City,2016,Transport,5380.0,8.6
State,City,2016,Communication,3511.0,5.6
State,City,2016,Culture and Recreation,3777.0,6.1
State,City,2016,Education,983.0,1.6
State,City,2016,Hotels and Restaurants,1987.0,3.2
State,City,2016,Other Items and Services,3788.0,6.1
State,Rest,2016,Total,58102.0,100.0
State,Rest,2016,Food and Non-Alcoholic Beverages,21302.0,36.6
State,Rest,2016,"Alcohol, Tobacco and Narcotics",3270.0,5.6
State,Rest,2016,Clothing and Footwear,2842.0,4.9
State,Rest,2016,"Housing, Water, Energy, Gas, etc.",9338.0,16.1
State,Rest,2016,Home Equipment and Maintenance,2657.0,4.6
State,Rest,2016,Health,2498.0,4.3
State,Rest,2016,Transport,6060.0,10.4
State,Rest,2016,Communication,2738.0,4.7
State,Rest,2016,Culture and Recreation,2217.0,3.8
State,Rest,2016,Education,612.0,1.1
State,Rest,2016,Hotels and Restaurants,1253.0,2.2
State,Rest,2016,Other Items and Services,3315.0,5.7
Belgrade,Total,2016,Total,68119.0,100.0
Belgrade,Total,2016,Food and Non-Alcoholic Beverages,21971.0,32.2
Belgrade,Total,2016,"Alcohol, Tobacco and Narcotics",2050.0,3.0
Belgrade,Total,2016,Clothing and Footwear,3720.0,5.5
Belgrade,Total,2016,"Housing, Water, Energy, Gas, etc.",11559.0,16.9
Belgrade,Total,2016,Home Equipment and Maintenance,2650.0,3.9
Belgrade,Total,2016,Health,3533.0,5.2
Belgrade,Total,2016,Transport,6576.0,9.7
Belgrade,Total,2016,Communication,3901.0,5.7
Belgrade,Total,2016,Culture and Recreation,4348.0,6.4
Belgrade,Total,2016,Education,1140.0,1.7
Belgrade,Total,2016,Hotels and Restaurants,2614.0,3.8
Belgrade,Total,2016,Other Items and Services,4057.0,6.0
Belgrade,City,2016,Total,69480.0,100.0
Belgrade,City,2016,Food and Non-Alcoholic Beverages,22084.0,31.7
Belgrade,City,2016,"Alcohol, Tobacco and Narcotics",1852.0,2.7
Belgrade,City,2016,Clothing and Footwear,3879.0,5.6
Belgrade,City,2016,"Housing, Water, Energy, Gas, etc.",11778.0,16.9
Belgrade,City,2016,Home Equipment and Maintenance,2749.0,4.0
Belgrade,City,2016,Health,3670.0,5.3
Belgrade,City,2016,Transport,6483.0,9.3
Belgrade,City,2016,Communication,4067.0,5.9
Belgrade,City,2016,Culture and Recreation,4623.0,6.7
Belgrade,City,2016,Education,1215.0,1.7
Belgrade,City,2016,Hotels and Restaurants,2804.0,4.0
Belgrade,City,2016,Other Items and Services,4276.0,6.2
Belgrade,Rest,2016,Total,61212.0,100.0
Belgrade,Rest,2016,Food and Non-Alcoholic Beverages,21407.0,35.1
Belgrade,Rest,2016,"Alcohol, Tobacco and Narcotics",3063.0,5.0
Belgrade,Rest,2016,Clothing and Footwear,2903.0,4.7
Belgrade,Rest,2016,"Housing, Water, Energy, Gas, etc.",10444.0,17.1
Belgrade,Rest,2016,Home Equipment and Maintenance,2168.0,3.5
Belgrade,Rest,2016,Health,2809.0,4.6
Belgrade,Rest,2016,Transport,7046.0,11.5
Belgrade,Rest,2016,Communication,3052.0,5.0
Belgrade,Rest,2016,Culture and Recreation,2954.0,4.8
Belgrade,Rest,2016,Education,763.0,1.2
Belgrade,Rest,2016,Hotels and Restaurants,1648.0,2.7
Belgrade,Rest,2016,Other Items and Services,2955.0,4.8
Voyvodina/North,Total,2016,Total,57817.0,100.0
Voyvodina/North,Total,2016,Food and Non-Alcoholic Beverages,20424.0,35.4
Voyvodina/North,Total,2016,"Alcohol, Tobacco and Narcotics",2429.0,4.2
Voyvodina/North,Total,2016,Clothing and Footwear,3007.0,5.2
Voyvodina/North,Total,2016,"Housing, Water, Energy, Gas, etc.",9898.0,17.1
Voyvodina/North,Total,2016,Home Equipment and Maintenance,2518.0,4.4
Voyvodina/North,Total,2016,Health,2271.0,3.9
Voyvodina/North,Total,2016,Transport,5243.0,9.1
Voyvodina/North,Total,2016,Communication,3134.0,5.4
Voyvodina/North,Total,2016,Culture and Recreation,3142.0,5.4
Voyvodina/North,Total,2016,Education,824.0,1.4
Voyvodina/North,Total,2016,Hotels and Restaurants,1398.0,2.4
Voyvodina/North,Total,2016,Other Items and Services,3529.0,6.1
Voyvodina/North,City,2016,Total,58463.0,100.0
Voyvodina/North,City,2016,Food and Non-Alcoholic Beverages,20538.0,35.2
Voyvodina/North,City,2016,"Alcohol, Tobacco and Narcotics",2241.0,3.8
Voyvodina/North,City,2016,Clothing and Footwear,3052.0,5.2
Voyvodina/North,City,2016,"Housing, Water, Energy, Gas, etc.",10511.0,18.0
Voyvodina/North,City,2016,Home Equipment and Maintenance,2557.0,4.4
Voyvodina/North,City,2016,Health,2159.0,3.7
Voyvodina/North,City,2016,Transport,4602.0,7.9
Voyvodina/North,City,2016,Communication,3280.0,5.6
Voyvodina/North,City,2016,Culture and Recreation,3524.0,6.0
Voyvodina/North,City,2016,Education,945.0,1.6
Voyvodina/North,City,2016,Hotels and Restaurants,1523.0,2.6
Voyvodina/North,City,2016,Other Items and Services,3531.0,6.0
Voyvodina/North,Rest,2016,Total,56814.0,100.0
Voyvodina/North,Rest,2016,Food and Non-Alcoholic Beverages,20243.0,35.7
Voyvodina/North,Rest,2016,"Alcohol, Tobacco and Narcotics",2723.0,4.8
Voyvodina/North,Rest,2016,Clothing and Footwear,2940.0,5.2
Voyvodina/North,Rest,2016,"Housing, Water, Energy, Gas, etc.",8948.0,15.7
Voyvodina/North,Rest,2016,Home Equipment and Maintenance,2453.0,4.3
Voyvodina/North,Rest,2016,Health,2445.0,4.3
Voyvodina/North,Rest,2016,Transport,6245.0,11.0
Voyvodina/North,Rest,2016,Communication,2906.0,5.1
Voyvodina/North,Rest,2016,Culture and Recreation,2538.0,4.5
Voyvodina/North,Rest,2016,Education,636.0,1.1
Voyvodina/North,Rest,2016,Hotels and Restaurants,1206.0,2.1
Voyvodina/North,Rest,2016,Other Items and Services,3531.0,6.2
Central and West,Total,2016,Total,60359.0,100.0
Central and West,Total,2016,Food and Non-Alcoholic Beverages,21518.0,35.8
Central and West,Total,2016,"Alcohol, Tobacco and Narcotics",3149.0,5.2
Central and West,Total,2016,Clothing and Footwear,3111.0,5.2
Central and West,Total,2016,"Housing, Water, Energy, Gas, etc.",10282.0,17.0
Central and West,Total,2016,Home Equipment and Maintenance,2762.0,4.6
Central and West,Total,2016,Health,2318.0,3.8
Central and West,Total,2016,Transport,5808.0,9.6
Central and West,Total,2016,Communication,2955.0,4.9
Central and West,Total,2016,Culture and Recreation,2618.0,4.3
Central and West,Total,2016,Education,919.0,1.5
Central and West,Total,2016,Hotels and Restaurants,1535.0,2.5
Central and West,Total,2016,Other Items and Services,3384.0,5.6
Central and West,City,2016,Total,58807.0,100.0
Central and West,City,2016,Food and Non-Alcoholic Beverages,20388.0,34.8
Central and West,City,2016,"Alcohol, Tobacco and Narcotics",2860.0,4.9
Central and West,City,2016,Clothing and Footwear,3130.0,5.3
Central and West,City,2016,"Housing, Water, Energy, Gas, etc.",10124.0,17.2
Central and West,City,2016,Home Equipment and Maintenance,2657.0,4.5
Central and West,City,2016,Health,2048.0,3.5
Central and West,City,2016,Transport,5202.0,8.8
Central and West,City,2016,Communication,3189.0,5.4
Central and West,City,2016,Culture and Recreation,3176.0,5.4
Central and West,City,2016,Education,969.0,1.6
Central and West,City,2016,Hotels and Restaurants,1675.0,2.8
Central and West,City,2016,Other Items and Services,3389.0,5.8
Central and West,Rest,2016,Total,61866.0,100.0
Central and West,Rest,2016,Food and Non-Alcoholic Beverages,22608.0,36.6
Central and West,Rest,2016,"Alcohol, Tobacco and Narcotics",3433.0,5.5
Central and West,Rest,2016,Clothing and Footwear,3090.0,5.0
Central and West,Rest,2016,"Housing, Water, Energy, Gas, etc.",10438.0,16.9
Central and West,Rest,2016,Home Equipment and Maintenance,2869.0,4.6
Central and West,Rest,2016,Health,2578.0,4.2
Central and West,Rest,2016,Transport,6394.0,10.3
Central and West,Rest,2016,Communication,2729.0,4.4
Central and West,Rest,2016,Culture and Recreation,2070.0,3.3
Central and West,Rest,2016,Education,874.0,1.4
Central and West,Rest,2016,Hotels and Restaurants,1401.0,2.3
Central and West,Rest,2016,Other Items and Services,3382.0,5.5
South and East,Total,2016,Total,56350.0,100.0
South and East,Total,2016,Food and Non-Alcoholic Beverages,20479.0,36.3
South and East,Total,2016,"Alcohol, Tobacco and Narcotics",3650.0,6.5
South and East,Total,2016,Clothing and Footwear,2889.0,5.1
South and East,Total,2016,"Housing, Water, Energy, Gas, etc.",8737.0,15.5
South and East,Total,2016,Home Equipment and Maintenance,2935.0,5.2
South and East,Total,2016,Health,2217.0,3.9
South and East,Total,2016,Transport,4847.0,8.6
South and East,Total,2016,Communication,2852.0,5.1
South and East,Total,2016,Culture and Recreation,2590.0,4.6
South and East,Total,2016,Education,405.0,0.7
South and East,Total,2016,Hotels and Restaurants,1280.0,2.3
South and East,Total,2016,Other Items and Services,3469.0,6.2
South and East,City,2016,Total,59233.0,100.0
South and East,City,2016,Food and Non-Alcoholic Beverages,20359.0,34.3
South and East,City,2016,"Alcohol, Tobacco and Narcotics",3563.0,6.0
South and East,City,2016,Clothing and Footwear,3341.0,5.6
South and East,City,2016,"Housing, Water, Energy, Gas, etc.",9568.0,16.2
South and East,City,2016,Home Equipment and Maintenance,3053.0,5.2
South and East,City,2016,Health,2144.0,3.6
South and East,City,2016,Transport,4741.0,8.0
South and East,City,2016,Communication,3207.0,5.4
South and East,City,2016,Culture and Recreation,3309.0,5.6
South and East,City,2016,Education,623.0,1.1
South and East,City,2016,Hotels and Restaurants,1572.0,2.7
South and East,City,2016,Other Items and Services,3753.0,6.3
South and East,Rest,2016,Total,52956.0,100.0
South and East,Rest,2016,Food and Non-Alcoholic Beverages,20614.0,38.8
South and East,Rest,2016,"Alcohol, Tobacco and Narcotics",3752.0,7.1
South and East,Rest,2016,Clothing and Footwear,2358.0,4.5
South and East,Rest,2016,"Housing, Water, Energy, Gas, etc.",7765.0,14.7
South and East,Rest,2016,Home Equipment and Maintenance,2800.0,5.3
South and East,Rest,2016,Health,2299.0,4.3
South and East,Rest,2016,Transport,4967.0,9.4
South and East,Rest,2016,Communication,2432.0,4.6
South and East,Rest,2016,Culture and Recreation,1753.0,3.3
South and East,Rest,2016,Education,150.0,0.3
South and East,Rest,2016,Hotels and Restaurants,934.0,1.8
South and East,Rest,2016,Other Items and Services,3132.0,5.9
State,Total,2017,Total,62275.0,100.0
State,Total,2017,Food and Non-Alcoholic Beverages,21472.0,34.5
State,Total,2017,"Alcohol, Tobacco and Narcotics",2942.0,4.7
State,Total,2017,Clothing and Footwear,3282.0,5.3
State,Total,2017,"Housing, Water, Energy, Gas, etc.",10639.0,17.1
State,Total,2017,Home Equipment and Maintenance,2714.0,4.4
State,Total,2017,Health,2715.0,4.4
State,Total,2017,Transport,5563.0,8.9
State,Total,2017,Communication,3316.0,5.3
State,Total,2017,Culture and Recreation,3241.0,5.2
State,Total,2017,Education,892.0,1.4
State,Total,2017,Hotels and Restaurants,1796.0,2.9
State,Total,2017,Other Items and Services,3703.0,5.9
State,City,2017,Total,64011.0,100.0
State,City,2017,Food and Non-Alcoholic Beverages,21619.0,33.7
State,City,2017,"Alcohol, Tobacco and Narcotics",2662.0,4.2
State,City,2017,Clothing and Footwear,3435.0,5.4
State,City,2017,"Housing, Water, Energy, Gas, etc.",10851.0,17.0
State,City,2017,Home Equipment and Maintenance,2779.0,4.3
State,City,2017,Health,2810.0,4.4
State,City,2017,Transport,5371.0,8.4
State,City,2017,Communication,3604.0,5.6
State,City,2017,Culture and Recreation,3855.0,6.0
State,City,2017,Education,1018.0,1.6
State,City,2017,Hotels and Restaurants,2045.0,3.2
State,City,2017,Other Items and Services,3962.0,6.2
State,Rest,2017,Total,59442.0,100.0
State,Rest,2017,Food and Non-Alcoholic Beverages,21224.0,35.7
State,Rest,2017,"Alcohol, Tobacco and Narcotics",3395.0,5.7
State,Rest,2017,Clothing and Footwear,3035.0,5.1
State,Rest,2017,"Housing, Water, Energy, Gas, etc.",10291.0,17.3
State,Rest,2017,Home Equipment and Maintenance,2609.0,4.4
State,Rest,2017,Health,2563.0,4.3
State,Rest,2017,Transport,5884.0,9.9
State,Rest,2017,Communication,2849.0,4.8
State,Rest,2017,Culture and Recreation,2240.0,3.8
State,Rest,2017,Education,685.0,1.2
State,Rest,2017,Hotels and Restaurants,1386.0,2.3
State,Rest,2017,Other Items and Services,3281.0,5.5
Belgrade,Total,2017,Total,69178.0,100.0
Belgrade,Total,2017,Food and Non-Alcoholic Beverages,22427.0,32.5
Belgrade,Total,2017,"Alcohol, Tobacco and Narcotics",2238.0,3.2
Belgrade,Total,2017,Clothing and Footwear,3735.0,5.4
Belgrade,Total,2017,"Housing, Water, Energy, Gas, etc.",12085.0,17.5
Belgrade,Total,2017,Home Equipment and Maintenance,2628.0,3.8
Belgrade,Total,2017,Health,3519.0,5.1
Belgrade,Total,2017,Transport,6185.0,8.9
Belgrade,Total,2017,Communication,3884.0,5.6
Belgrade,Total,2017,Culture and Recreation,4669.0,6.7
Belgrade,Total,2017,Education,1287.0,1.9
Belgrade,Total,2017,Hotels and Restaurants,2372.0,3.4
Belgrade,Total,2017,Other Items and Services,4149.0,6.0
Belgrade,City,2017,Total,70013.0,100.0
Belgrade,City,2017,Food and Non-Alcoholic Beverages,22810.0,32.7
Belgrade,City,2017,"Alcohol, Tobacco and Narcotics",2048.0,2.9
Belgrade,City,2017,Clothing and Footwear,3767.0,5.4
Belgrade,City,2017,"Housing, Water, Energy, Gas, etc.",11913.0,17.0
Belgrade,City,2017,Home Equipment and Maintenance,2657.0,3.8
Belgrade,City,2017,Health,3666.0,5.2
Belgrade,City,2017,Transport,6094.0,8.7
Belgrade,City,2017,Communication,4011.0,5.7
Belgrade,City,2017,Culture and Recreation,4892.0,7.0
Belgrade,City,2017,Education,1356.0,1.9
Belgrade,City,2017,Hotels and Restaurants,2461.0,3.5
Belgrade,City,2017,Other Items and Services,4338.0,6.2
Belgrade,Rest,2017,Total,64891.0,100.0
Belgrade,Rest,2017,Food and Non-Alcoholic Beverages,20450.0,31.5
Belgrade,Rest,2017,"Alcohol, Tobacco and Narcotics",3203.0,4.9
Belgrade,Rest,2017,Clothing and Footwear,3570.0,5.5
Belgrade,Rest,2017,"Housing, Water, Energy, Gas, etc.",12976.0,20.0
Belgrade,Rest,2017,Home Equipment and Maintenance,2505.0,3.9
Belgrade,Rest,2017,Health,2762.0,4.3
Belgrade,Rest,2017,Transport,6637.0,10.2
Belgrade,Rest,2017,Communication,3231.0,5.0
Belgrade,Rest,2017,Culture and Recreation,3521.0,5.4
Belgrade,Rest,2017,Education,935.0,1.4
Belgrade,Rest,2017,Hotels and Restaurants,1924.0,3.0
Belgrade,Rest,2017,Other Items and Services,3177.0,4.9
Voyvodina/North,Total,2017,Total,59671.0,100.0
Voyvodina/North,Total,2017,Food and Non-Alcoholic Beverages,20982.0,35.2
Voyvodina/North,Total,2017,"Alcohol, Tobacco and Narcotics",2750.0,4.6
Voyvodina/North,Total,2017,Clothing and Footwear,3215.0,5.4
Voyvodina/North,Total,2017,"Housing, Water, Energy, Gas, etc.",10161.0,17.0
Voyvodina/North,Total,2017,Home Equipment and Maintenance,2605.0,4.4
Voyvodina/North,Total,2017,Health,2517.0,4.2
Voyvodina/North,Total,2017,Transport,4982.0,8.3
Voyvodina/North,Total,2017,Communication,3193.0,5.4
Voyvodina/North,Total,2017,Culture and Recreation,3158.0,5.3
Voyvodina/North,Total,2017,Education,760.0,1.3
Voyvodina/North,Total,2017,Hotels and Restaurants,1696.0,2.8
Voyvodina/North,Total,2017,Other Items and Services,3652.0,6.1
Voyvodina/North,City,2017,Total,60956.0,100.0
Voyvodina/North,City,2017,Food and Non-Alcoholic Beverages,21396.0,35.3
Voyvodina/North,City,2017,"Alcohol, Tobacco and Narcotics",2585.0,4.2
Voyvodina/North,City,2017,Clothing and Footwear,3176.0,5.2
Voyvodina/North,City,2017,"Housing, Water, Energy, Gas, etc.",10673.0,17.5
Voyvodina/North,City,2017,Home Equipment and Maintenance,2688.0,4.4
Voyvodina/North,City,2017,Health,2420.0,4.0
Voyvodina/North,City,2017,Transport,4535.0,7.4
Voyvodina/North,City,2017,Communication,3362.0,5.5
Voyvodina/North,City,2017,Culture and Recreation,3616.0,5.9
Voyvodina/North,City,2017,Education,822.0,1.3
Voyvodina/North,City,2017,Hotels and Restaurants,1849.0,3.0
Voyvodina/North,City,2017,Other Items and Services,3834.0,6.3
Voyvodina/North,Rest,2017,Total,57661.0,100.0
Voyvodina/North,Rest,2017,Food and Non-Alcoholic Beverages,20334.0,35.4
Voyvodina/North,Rest,2017,"Alcohol, Tobacco and Narcotics",3007.0,5.2
Voyvodina/North,Rest,2017,Clothing and Footwear,3269.0,5.7
Voyvodina/North,Rest,2017,"Housing, Water, Energy, Gas, etc.",9359.0,16.3
Voyvodina/North,Rest,2017,Home Equipment and Maintenance,2482.0,4.3
Voyvodina/North,Rest,2017,Health,2674.0,4.6
Voyvodina/North,Rest,2017,Transport,5677.0,9.8
Voyvodina/North,Rest,2017,Communication,2928.0,5.1
Voyvodina/North,Rest,2017,Culture and Recreation,2443.0,4.2
Voyvodina/North,Rest,2017,Education,660.0,1.1
Voyvodina/North,Rest,2017,Hotels and Restaurants,1455.0,2.5
Voyvodina/North,Rest,2017,Other Items and Services,3373.0,5.8
Central and West,Total,2017,Total,61561.0,100.0
Central and West,Total,2017,Food and Non-Alcoholic Beverages,21666.0,35.2
Central and West,Total,2017,"Alcohol, Tobacco and Narcotics",3352.0,5.4
Central and West,Total,2017,Clothing and Footwear,3199.0,5.2
Central and West,Total,2017,"Housing, Water, Energy, Gas, etc.",10628.0,17.3
Central and West,Total,2017,Home Equipment and Maintenance,2682.0,4.4
Central and West,Total,2017,Health,2423.0,3.9
Central and West,Total,2017,Transport,5977.0,9.7
Central and West,Total,2017,Communication,3148.0,5.1
Central and West,Total,2017,Culture and Recreation,2438.0,4.0
Central and West,Total,2017,Education,1023.0,1.7
Central and West,Total,2017,Hotels and Restaurants,1689.0,2.7
Central and West,Total,2017,Other Items and Services,3336.0,5.4
Central and West,City,2017,Total,62451.0,100.0
Central and West,City,2017,Food and Non-Alcoholic Beverages,20873.0,33.5
Central and West,City,2017,"Alcohol, Tobacco and Narcotics",3033.0,4.9
Central and West,City,2017,Clothing and Footwear,3442.0,5.5
Central and West,City,2017,"Housing, Water, Energy, Gas, etc.",10589.0,17.0
Central and West,City,2017,Home Equipment and Maintenance,2874.0,4.6
Central and West,City,2017,Health,2463.0,3.9
Central and West,City,2017,Transport,5834.0,9.3
Central and West,City,2017,Communication,3471.0,5.6
Central and West,City,2017,Culture and Recreation,3087.0,4.9
Central and West,City,2017,Education,1197.0,1.9
Central and West,City,2017,Hotels and Restaurants,2019.0,3.2
Central and West,City,2017,Other Items and Services,3569.0,5.7
Central and West,Rest,2017,Total,60681.0,100.0
Central and West,Rest,2017,Food and Non-Alcoholic Beverages,22430.0,36.9
Central and West,Rest,2017,"Alcohol, Tobacco and Narcotics",3660.0,6.0
Central and West,Rest,2017,Clothing and Footwear,2962.0,4.9
Central and West,Rest,2017,"Housing, Water, Energy, Gas, etc.",10663.0,17.6
Central and West,Rest,2017,Home Equipment and Maintenance,2494.0,4.1
Central and West,Rest,2017,Health,2380.0,3.9
Central and West,Rest,2017,Transport,6112.0,10.1
Central and West,Rest,2017,Communication,2833.0,4.7
Central and West,Rest,2017,Culture and Recreation,1812.0,3.0
Central and West,Rest,2017,Education,856.0,1.4
Central and West,Rest,2017,Hotels and Restaurants,1370.0,2.3
Central and West,Rest,2017,Other Items and Services,3109.0,5.1
South and East,Total,2017,Total,58580.0,100.0
South and East,Total,2017,Food and Non-Alcoholic Beverages,20759.0,35.5
South and East,Total,2017,"Alcohol, Tobacco and Narcotics",3506.0,6.0
South and East,Total,2017,Clothing and Footwear,2951.0,5.0
South and East,Total,2017,"Housing, Water, Energy, Gas, etc.",9591.0,16.4
South and East,Total,2017,Home Equipment and Maintenance,3000.0,5.1
South and East,Total,2017,Health,2411.0,4.1
South and East,Total,2017,Transport,5098.0,8.7
South and East,Total,2017,Communication,3030.0,5.2
South and East,Total,2017,Culture and Recreation,2703.0,4.6
South and East,Total,2017,Education,431.0,0.7
South and East,Total,2017,Hotels and Restaurants,1384.0,2.4
South and East,Total,2017,Other Items and Services,3716.0,6.3
South and East,City,2017,Total,59521.0,100.0
South and East,City,2017,Food and Non-Alcoholic Beverages,20665.0,34.8
South and East,City,2017,"Alcohol, Tobacco and Narcotics",3474.0,5.8
South and East,City,2017,Clothing and Footwear,3206.0,5.4
South and East,City,2017,"Housing, Water, Energy, Gas, etc.",9491.0,15.9
South and East,City,2017,Home Equipment and Maintenance,3027.0,5.1
South and East,City,2017,Health,2243.0,3.8
South and East,City,2017,Transport,4769.0,8.0
South and East,City,2017,Communication,3380.0,5.7
South and East,City,2017,Culture and Recreation,3233.0,5.4
South and East,City,2017,Education,486.0,0.8
South and East,City,2017,Hotels and Restaurants,1620.0,2.7
South and East,City,2017,Other Items and Services,3927.0,6.6
South and East,Rest,2017,Total,57483.0,100.0
South and East,Rest,2017,Food and Non-Alcoholic Beverages,20866.0,36.4
South and East,Rest,2017,"Alcohol, Tobacco and Narcotics",3550.0,6.2
South and East,Rest,2017,Clothing and Footwear,2648.0,4.6
South and East,Rest,2017,"Housing, Water, Energy, Gas, etc.",9706.0,16.9
South and East,Rest,2017,Home Equipment and Maintenance,2969.0,5.2
South and East,Rest,2017,Health,2610.0,4.5
South and East,Rest,2017,Transport,5481.0,9.5
South and East,Rest,2017,Communication,2621.0,4.6
South and East,Rest,2017,Culture and Recreation,2087.0,3.6
South and East,Rest,2017,Education,367.0,0.6
South and East,Rest,2017,Hotels and Restaurants,1107.0,1.9
South and East,Rest,2017,Other Items and Services,3471.0,6.0
